"Aca_ca"	"All_ma"	"Amp_sp"	"Ant_lo"	"Bat_de"	"Bla_br"	"Cap_ow"	"Cat_an"	"Chr_pe"	"Cop_ci"	"Cor_li"	"Dic_pu"	"Enc_cu"	"Enc_in"	"Ent_bi"	"Ent_hi"	"Fon_al"	"Gan_pr"	"Ich_ho"	"Lei_ma"	"Mit_da"	"Mon_br"	"Mor_ve"	"Nae_gr"	"Nem_pa"	"Nos_ce"	"Par_at"	"Par_sa"	"Par_tr"	"Phy_in"	"Pla_fa"	"Pol_pa"	"Roz_al"	"Sal_ro"	"Sch_po"	"Sph_ar"	"Spi_pu"	"The_tr"	"Tox_go"	"Try_br"	"Ust_ma"
"KOG4153"	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	2	0	0	0	1	2	0	0	0	0	0	1	2	0	0	0	1	1	0	1	0	0	0	1
"KOG4157"	4	0	0	0	1	0	2	0	3	5	0	1	0	0	0	1	1	0	0	1	2	1	1	0	0	0	3	0	2	1	0	2	0	3	0	2	0	1	1	0	0
"KOG4165"	1	2	0	0	1	1	0	2	1	1	1	0	0	0	0	0	2	1	1	2	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1
"KOG4166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
"KOG4169"	1	5	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	3	1	0	0	2	0	0	1	1	0	0	0	0
"KOG4170"	2	0	0	0	0	1	4	1	1	0	3	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	1	3	0	0	1	1	0	0	1	0	1	1	0	1
"KOG4171"	5	0	0	0	0	1	2	2	3	0	1	0	0	0	0	0	0	1	0	0	0	4	0	20	0	0	0	0	0	3	1	0	0	13	0	1	3	1	0	0	0
"KOG4175"	1	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	0	1	1	0	0	0	1	1	4	1	0	0	0	1
"KOG4176"	3	5	0	0	7	3	3	2	2	1	4	0	0	0	0	0	1	0	0	1	0	1	3	7	0	0	1	0	4	2	0	1	2	2	1	3	4	0	0	1	1
"KOG4178"	1	0	0	0	0	0	1	0	0	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0
"KOG4184"	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0
"KOG4195"	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0
"KOG4201"	1	2	0	0	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	0	2	1	0	0	0	1	1	1	1	0	0	0	1
"KOG4202"	1	2	0	0	1	1	1	1	1	2	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	2	1	0	0	0	1	1	1	1	0	0	0	1
"KOG4203"	3	3	0	0	1	2	3	2	2	3	3	1	0	0	0	0	4	1	1	1	2	2	3	0	0	0	4	1	4	9	0	2	4	3	4	2	2	2	1	1	3
"KOG4230"	0	2	0	0	1	2	1	1	1	1	1	0	0	0	0	0	2	1	0	1	0	1	2	1	0	0	1	0	6	0	0	0	0	1	2	1	1	1	0	0	1
"KOG4231"	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	5	0	1	0	0	0	0	1	0	0
"KOG4232"	4	7	0	0	2	4	2	4	3	1	3	3	0	0	0	0	1	9	0	2	0	4	3	3	0	0	5	0	6	2	0	1	5	4	0	6	3	7	0	0	2
"KOG4235"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"KOG4238"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0
"KOG4245"	0	2	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	1	1	1	0	0	1	1	2	1	0	1	0	1	0	1	0	1	0	0	2
"KOG4254"	2	2	0	0	0	1	2	1	3	0	0	0	0	0	0	0	2	0	0	0	0	2	0	3	0	0	2	0	0	2	0	0	0	2	0	1	1	0	0	0	1
"KOG4255"	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOG4262"	1	0	1	0	1	0	1	0	1	0	0	2	0	0	0	0	2	0	1	0	2	2	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0
"KOG4267"	3	4	0	0	1	2	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	2	0	0	2	0	1	0	2	0	0	0	1
"KOG4268"	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
"KOG4288"	0	2	0	0	0	1	0	2	1	1	1	0	0	0	0	0	0	1	1	1	2	0	1	0	0	0	1	1	0	2	0	0	0	0	1	2	0	0	0	1	1
"KOG4292"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"KOG4294"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOG4300"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	2	0
"KOG4303"	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	4	0	0	0	2	0	0	0	2	0	0	0	1
"KOG4308"	13	10	1	6	7	26	202	5	10	0	2	20	0	0	0	0	4	29	1	9	0	13	165	95	0	0	22	0	9	29	0	20	12	67	0	1	7	29	1	11	0
"KOG4311"	1	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	2	1	0	0	0	1	1	1	1	1	0	0	1
"KOG4313"	0	2	0	0	1	1	1	1	1	2	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	2	1	0	0	2	0	0	0	1	0	0	0	1
"KOG4323"	0	0	0	0	0	0	0	0	0	0	0	18	0	0	2	0	0	0	1	0	0	0	1	14	1	1	2	0	0	0	2	16	0	0	1	0	0	0	0	0	0
"KOG4331"	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOG4332"	0	2	0	0	1	2	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	2	1	1	0	0	1	0	2	1	0	1	0	2	0	2	1	2	0	0	0
"KOG4338"	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	4	0	0	1	4	0	0	1
"KOG4342"	1	5	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	1	2	0	0	1	2	0	1	0	1	0	0	0	2
"KOG4347"	4	4	2	0	2	2	1	2	1	1	1	3	0	1	0	0	2	3	2	0	0	1	2	0	2	0	8	1	4	2	0	2	2	1	2	2	2	0	0	0	1
"KOG4351"	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	3	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0	1	1	1	1	1	0	0	0
"KOG4354"	0	3	0	0	0	1	2	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	2	1	0	1	0	0	1	1	1	0	0	0	1
"KOG4356"	0	5	0	0	2	2	0	2	3	1	2	0	0	0	0	0	0	1	0	1	0	3	1	1	0	0	0	0	3	2	0	0	2	2	0	0	3	1	0	1	0
"KOG4373"	1	2	0	0	0	1	1	2	1	1	1	2	0	0	0	0	0	1	1	1	0	1	2	1	0	0	0	0	1	0	0	2	0	0	0	1	2	2	0	0	1
"KOG4380"	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
"KOG4388"	0	3	0	0	1	1	1	1	1	1	3	0	0	0	0	0	2	1	1	0	2	2	1	1	0	0	4	0	1	1	0	0	2	1	0	5	1	1	0	0	1
"KOG4390"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0
"KOG4404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"KOG4408"	2	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	2	0	2	0	0	1	0	2	0	1	0	1	0	0	0
"KOG4409"	2	3	0	0	1	2	1	2	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	2	3	0	1	2	0	1	3	2	1	0	0	1
"KOG4411"	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	2	0	1	0	1	1	1	0	0	2	1	2	1	0	1	0	1	0	1	1	1	0	1	1
"KOG4419"	5	3	0	1	5	3	1	8	1	4	2	0	0	0	0	0	0	1	0	0	0	2	3	3	0	0	2	0	2	3	0	0	0	2	3	2	1	2	2	0	3
"KOG4435"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"KOG4436"	0	2	0	0	1	2	2	1	1	1	1	1	0	0	0	0	0	1	3	0	0	2	4	0	0	0	2	0	5	5	1	1	1	2	1	0	2	1	2	0	1
"KOG4440"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOG4453"	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	1	1	0	0	1	0	0	1
"KOG4471"	17	0	0	0	0	0	2	0	0	0	0	11	0	0	0	20	0	0	1	2	0	1	0	4	0	0	1	0	0	8	0	13	2	1	0	0	0	1	0	2	0
"KOG4472"	0	0	1	2	0	0	0	0	7	6	2	0	1	1	1	0	0	3	4	0	0	0	4	0	1	1	2	2	0	0	0	0	6	0	6	3	1	0	0	0	2
"KOG4476"	0	7	2	1	2	5	0	7	4	7	0	0	2	2	0	0	0	2	0	0	2	0	3	0	1	2	0	2	2	0	0	0	2	0	1	0	4	0	0	0	2
"KOG4480"	1	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1
"KOG4492"	2	2	0	0	1	1	3	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	4	0	2	1	1	0	0	1	1	1	1	0	1	0	1
"KOG4494"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0
"KOG4499"	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"KOG4505"	0	5	0	1	2	2	0	2	0	1	0	0	1	1	1	0	0	1	0	0	2	0	2	0	1	1	0	1	0	0	0	0	6	0	2	0	1	0	0	0	3
"KOG4510"	0	4	0	0	1	2	0	4	0	3	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	7	0	3	0	0	0	1	1	1	0	0	2
"KOG4513"	0	3	2	1	1	1	1	1	1	1	1	0	1	1	0	2	1	1	0	1	2	0	1	0	1	1	2	1	2	0	0	0	0	0	0	0	1	0	0	1	0
"KOG4518"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"KOG4519"	1	2	0	0	1	1	0	2	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	2	0	2	1	0	1	2	0	1	0	1	1	0	1	1
"KOG4533"	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	1	1
"KOG4540"	0	1	0	0	1	1	0	1	0	3	0	0	1	1	1	0	1	0	0	0	4	0	3	0	0	1	1	1	3	0	0	0	4	0	0	0	2	0	0	0	1
"KOG4550"	0	2	1	0	1	1	1	1	1	1	1	2	0	0	0	3	0	0	1	0	4	0	1	1	1	0	1	1	2	0	1	1	2	0	0	1	1	0	1	0	1
"KOG4553"	1	3	1	0	2	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	4	0	0	1	2	0	0	0	0	1	0	0	0
"KOG4554"	0	3	1	2	1	1	0	1	0	1	0	1	1	1	7	0	1	1	0	0	2	0	2	0	0	1	0	1	0	0	0	1	0	0	2	1	1	1	0	0	1
"KOG4569"	2	12	0	0	8	3	1	10	14	0	4	1	0	0	0	0	0	3	1	3	0	0	0	2	0	0	3	0	7	1	0	4	0	0	0	8	2	1	0	3	1
"KOG4576"	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	1	1	1	0	0
"KOG4580"	0	4	0	0	2	3	2	2	2	3	3	1	1	1	1	0	0	4	4	1	2	0	11	0	1	1	0	0	2	0	1	2	1	0	3	8	2	1	1	1	3
"KOG4584"	1	2	0	0	1	0	2	0	1	0	2	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0
"KOG4595"	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
"KOG4604"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"KOG4609"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	1	1	0
"KOG4626"	7	5	0	0	2	1	0	0	1	0	2	6	0	0	0	3	0	3	0	1	0	1	5	11	0	0	0	0	0	6	0	57	2	5	0	0	1	5	0	1	1
"KOG4627"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"KOG4643"	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
"KOG4644"	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0
"KOG4649"	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	2	0	1	1	0	0	0	0
"KOG4653"	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
"KOG4656"	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
"KOG4663"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	4	0	0	0	0	0	0	2	0	0
"KOG4664"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0
"KOG4665"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOG4666"	5	0	0	0	0	0	1	0	3	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	2	0	3	1	2	0
"KOG4667"	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	2
"KOG4668"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0
"KOG4683"	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	2	2	0	0	2	0	0	0	0	2	0	2	0	2	0	1	0	0	0
"KOG4686"	6	8	0	0	4	4	1	7	2	0	0	2	0	1	0	0	1	5	1	1	2	0	4	0	1	1	2	1	3	1	0	2	10	1	0	1	4	1	0	1	0
"KOG4701"	2	4	0	0	2	2	1	2	0	1	1	0	0	0	0	1	0	3	1	0	2	1	4	0	0	0	0	0	6	0	0	4	2	5	1	4	2	2	0	0	1
"KOG4711"	0	0	1	0	1	0	0	0	1	2	1	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	3	0	2	0	0	0	4	0	1	2	3	1	0	0	4
"KOG4720"	2	2	1	0	1	1	1	1	1	0	0	1	0	0	0	4	0	0	0	1	0	1	1	2	0	0	0	1	2	1	1	2	2	1	0	1	1	1	1	1	0
"KOG4734"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"KOG4737"	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"KOG4738"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
"KOG4748"	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0
"KOG4750"	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	1	0	0	0	1
"KOG4754"	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	7	0	0	0	1	0	2	1	0	0	0	1
"KOG4763"	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0
"KOG4767"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
"KOG4769"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	1	3	0	0	0	0	0	0	1	0	1
"KOG4770"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOG4773"	0	3	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	4	1	1	0	0	0	0	2	1	0	1	0	0	0	1
"KOG4777"	0	2	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	3	1	0	0	0	1	1	1	1	0	1	0	1
"KOG4779"	0	2	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1
"KOG4781"	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	1
"KOG4821"	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0
"KOG4826"	2	3	0	0	1	1	2	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1
"KOG4830"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0
"KOG4841"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"KOG4845"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0
